22.11.24-22:11:00;2;2.446000;229.899994;6385.592773;6711.279785;300.584015;146.751999;22.11.24-22:09:58;6225.855957
22.11.24-22:11:00;2;2.446000;229.899994;6385.592773;6711.279785;300.584015;146.751999;22.11.24-22:09:58;6225.855957
22.11.24-22:11:00;2;2.446000;229.899994;6385.592773;6711.279785;300.584015;146.751999;22.11.24-22:09:58;6225.855957
22.11.24-22:11:00;2;2.446000;229.899994;6385.592773;6711.279785;300.584015;146.751999;22.11.24-22:09:58;6225.855957
22.11.24-22:11:00;2;2.446000;229.899994;6385.592773;6711.279785;300.584015;146.751999;22.11.24-22:09:58;6225.855957
22.11.24-22:11:00;2;2.446000;229.899994;6385.592773;6711.279785;300.584015;146.751999;22.11.24-22:09:58;6225.855957
22.11.24-22:11:00;2;2.446000;229.899994;6385.592773;6711.279785;300.584015;146.751999;22.11.24-22:09:58;6225.855957
22.11.24-22:11:00;2;2.446000;229.899994;6385.592773;6711.279785;300.584015;146.751999;22.11.24-22:09:58;6225.855957
22.11.24-22:11:00;2;2.446000;229.899994;6385.592773;6711.279785;300.584015;146.751999;22.11.24-22:09:58;6225.855957
22.11.24-22:11:00;2;2.446000;229.899994;6385.592773;6711.279785;300.584015;146.751999;22.11.24-22:09:58;6225.855957
22.11.24-22:11:00;2;2.446000;229.899994;6385.592773;6711.279785;300.584015;146.751999;22.11.24-22:09:58;6225.855957
22.11.24-22:11:00;2;2.446000;229.899994;6385.592773;6711.279785;300.584015;146.751999;22.11.24-22:09:58;6225.855957
22.11.24-22:11:00;2;2.446000;229.899994;6385.592773;6711.279785;300.584015;146.751999;22.11.24-22:09:58;6225.855957
22.11.24-22:11:00;2;2.446000;229.899994;6385.592773;6711.279785;300.584015;146.751999;22.11.24-22:09:58;6225.855957
22.11.24-22:11:00;2;2.446000;229.899994;6385.592773;6711.279785;300.584015;146.751999;22.11.24-22:09:58;6225.855957
22.11.24-22:11:00;2;2.446000;229.899994;6385.592773;6711.279785;300.584015;146.751999;22.11.24-22:09:58;6225.855957
22.11.24-22:11:00;2;2.446000;229.899994;6385.592773;6711.279785;300.584015;146.751999;22.11.24-22:09:58;6225.855957
22.11.24-22:11:00;2;2.446000;229.899994;6385.592773;6711.279785;300.584015;146.751999;22.11.24-22:09:58;6225.855957
22.11.24-22:11:00;2;2.446000;229.899994;6385.592773;6711.279785;300.584015;146.751999;22.11.24-22:09:58;6225.855957
22.11.24-22:11:00;2;2.446000;229.899994;6385.592773;6711.279785;300.584015;146.751999;22.11.24-22:09:58;6225.855957
19.11.24-22:30:00
19.11.24-22:30:00;2;0.508000;231.699997;6340.335938;6664.994141;298.304993;146.751999;19.11.24-22:25:03;6184.924805
19.11.24-22:30:00;2;0.508000;231.699997;6340.335938;6664.994141;298.304993;146.751999;19.11.24-22:25:03;6184.924805
19.11.24-22:30:00;2;0.508000;231.699997;6340.335938;6664.994141;298.304993;146.751999;19.11.24-22:25:03;6184.924805
